time_s,actuator_position_mm,actuator_velocity_mm_s,reaction_force_n,temperature_1_c,temperature_2_c,temperature_3_c,temperature_4_c
0.0,80.0,0.0,0.691168384129572,25.0,25.0,25.0,25.0
0.2,80.0,0.0,1.6432362870023167,25.0,25.0,25.0,25.0
0.4,80.0,0.0,0.6608741523667743,25.0,25.0,25.0,25.0
0.6000000000000001,80.0,0.0,-2.606314463208722,25.0,25.0,25.0,25.0
0.8,80.0,0.0,1.8107117333462355,25.0,25.0,25.0,25.0
1.0,80.0,0.0,0.8927491447280226,25.0,25.0,25.0,25.0
1.2000000000000002,80.0,0.0,-1.0739064707205703,25.0,25.0,25.0,25.0
1.4000000000000001,80.0,0.0,1.1622362083927062,25.0,25.0,25.0,25.0
1.6,80.0,0.0,0.7291447923721515,25.0,25.0,25.0,25.0
1.8,80.0,0.0,0.588264993311052,25.0,25.0,25.0,25.0
2.0,80.0,0.0,0.05684448263159358,25.0,25.0,25.0,25.0
2.2,80.0,0.0,1.0934259732248939,25.0,25.0,25.0,25.0
2.4000000000000004,80.0,0.0,-1.4729081740033338,25.0,25.0,25.0,25.0
2.6,80.0,0.0,-0.32581989598610556,25.0,25.0,25.0,25.0
2.8000000000000003,80.0,0.0,-0.9642386253599565,25.0,25.0,25.0,25.0
3.0,80.0,0.0,1.1976924252692551,25.0,25.0,25.0,25.0
3.2,80.0,0.0,0.07944421496331798,25.0,25.0,25.0,25.0
3.4000000000000004,80.0,0.0,-0.5849135019301772,25.0,25.0,25.0,25.0
3.6,80.0,0.0,-1.5638169247136842,25.0,25.0,25.0,25.0
3.8000000000000003,80.0,0.0,-0.5143844812377414,25.0,25.0,25.0,25.0
4.0,80.0,0.0,0.016284361036687015,25.0,25.0,25.0,25.0
4.2,80.0,0.0,-0.5512058105987409,25.0,25.0,25.0,25.0
4.4,80.0,0.0,2.5881276287964146,25.0,25.0,25.0,25.0
4.6000000000000005,80.0,0.0,2.0134486306115886,25.0,25.0,25.0,25.0
4.800000000000001,80.0,0.0,-5.422324957931937,25.0,25.0,25.0,25.0
5.0,80.0,0.0,-3.7780264919353455,25.0,25.0,25.0,25.0
5.2,80.0,0.0,-0.3495441841103239,25.0,25.0,25.0,25.0
5.4,80.0,0.0,-0.8443808231527071,25.0,25.0,25.0,25.0
5.6000000000000005,80.0,0.0,0.4272859949972222,25.0,25.0,25.0,25.0
5.800000000000001,80.0,0.0,0.43464386204512717,25.0,25.0,25.0,25.0
6.0,80.0,0.0,4.2356775101020965,25.0,25.0,25.0,25.0
6.2,80.0,0.0,-2.2240415253845627,25.0,25.0,25.0,25.0
6.4,80.0,0.0,-0.7552100142539961,25.0,25.0,25.0,25.0
6.6000000000000005,80.0,0.0,4.085543214984661,25.0,25.0,25.0,25.0
6.800000000000001,80.0,0.0,1.2934059924036938,25.0,25.0,25.0,25.0
7.0,80.0,0.0,1.3261267447525233,25.0,25.0,25.0,25.0
7.2,80.0,0.0,-1.0280127433749258,25.0,25.0,25.0,25.0
7.4,80.0,0.0,-3.2961503417113054,25.0,25.0,25.0,25.0
7.6000000000000005,80.14,0.7,0.33492948844548226,25.00315,25.00294,25.00273,25.00252
7.800000000000001,80.28,0.7,0.21802817564309507,25.00945,25.00882,25.00819,25.00756
8.0,80.42,0.7,-2.4547041084891483,25.01575,25.0147,25.01365,25.0126
8.200000000000001,80.56,0.7,-1.3664533235611245,25.02205,25.02058,25.01911,25.01764
8.4,80.7,0.7,-0.14408735945445486,25.02835,25.02646,25.02457,25.02268
8.6,80.84,0.7,-1.8895032461215548,25.03465,25.03234,25.03003,25.02772
8.8,80.98,0.7,-0.19653993570443454,25.04095,25.03822,25.03549,25.03276
9.0,81.12,0.7,0.19096605493890867,25.04725,25.0441,25.04095,25.0378
9.200000000000001,81.26,0.7,0.07117247411097143,25.05355,25.04998,25.04641,25.04284
9.4,81.4,0.7,-1.0125833166286295,25.05985,25.05586,25.05187,25.04788
9.600000000000001,81.54,0.7,1.1874961435716456,25.06615,25.06174,25.05733,25.05292
9.8,81.68,0.7,1.7823339085646568,25.07245,25.06762,25.06279,25.05796
10.0,81.82,0.7,0.6416966091331274,25.07875,25.0735,25.06825,25.063
10.200000000000001,81.96,0.7,-1.636460454780614,25.08505,25.07938,25.07371,25.06804
10.4,82.1,0.7,1.4633045675708816,25.09135,25.08526,25.07917,25.07308
10.600000000000001,82.24,0.7,-1.0028800369341047,25.09765,25.09114,25.08463,25.07812
10.8,82.38,0.7,1.7583212365759706,25.10395,25.09702,25.09009,25.08316
11.0,82.52,0.7,-2.1435748337548883,25.11025,25.1029,25.09555,25.0882
11.200000000000001,82.66,0.7,1.8289344062575623,25.11655,25.10878,25.10101,25.09324
11.4,82.8,0.7,-0.04012690923096084,25.12285,25.11466,25.10647,25.09828
11.600000000000001,82.94,0.7,-2.497497780668831,25.12915,25.12054,25.11193,25.10332
11.8,83.08,0.7,-0.6277989439336955,25.13545,25.12642,25.11739,25.10836
12.0,83.22,0.7,0.10820455754308778,25.14175,25.1323,25.12285,25.1134
12.200000000000001,83.36,0.7,0.5455826783289075,25.14805,25.13818,25.12831,25.11844
12.4,83.5,0.7,-1.9643762498819555,25.15435,25.14406,25.13377,25.12348
12.600000000000001,83.64,0.7,-2.214746094330386,25.16065,25.14994,25.13923,25.12852
12.8,83.78,0.7,0.39916906569416166,25.16695,25.15582,25.14469,25.13356
13.0,83.92,0.7,-0.9334992337596041,25.17325,25.1617,25.15015,25.1386
13.200000000000001,84.06,0.7,0.47101122346045043,25.17955,25.16758,25.15561,25.14364
13.4,84.2,0.7,1.5190390449567583,25.18585,25.17346,25.16107,25.14868
13.600000000000001,84.34,0.7,-3.297574732701897,25.19215,25.17934,25.16653,25.15372
13.8,84.48,0.7,0.5087762330352346,25.19845,25.18522,25.17199,25.15876
14.0,84.62,0.7,2.4492939350714646,25.20475,25.1911,25.17745,25.1638
14.200000000000001,84.75999999999999,0.7,-0.5950536887409464,25.21105,25.19698,25.18291,25.16884
14.4,84.89999999999999,0.7,-1.6216291664751399,25.21735,25.20286,25.18837,25.17388
14.600000000000001,85.03999999999999,0.7,1.5044876543591856,25.22365,25.20874,25.19383,25.17892
14.8,85.17999999999999,0.7,0.5068930324162829,25.22995,25.21462,25.19929,25.18396
15.0,85.32,0.7,1.7917661415551207,25.23625,25.2205,25.20475,25.189
15.200000000000001,85.46,0.7,-0.6904314201025594,25.24255,25.22638,25.21021,25.19404
15.4,85.6,0.7,-2.9636365474444224,25.24885,25.23226,25.21567,25.19908
15.600000000000001,85.74,0.7,-0.22002152942250197,25.25515,25.23814,25.22113,25.20412
15.8,85.88,0.7,-0.8916563060224644,25.26145,25.24402,25.22659,25.20916
16.0,86.02,0.7,1.5506476440951482,25.26775,25.2499,25.23205,25.2142
16.2,86.16,0.7,0.3872656967543076,25.27405,25.25578,25.23751,25.21924
16.400000000000002,86.3,0.7,-3.2616984648702023,25.28035,25.26166,25.24297,25.22428
16.6,86.44,0.7,-2.3903261602063997,25.28665,25.26754,25.24843,25.22932
16.8,86.58,0.7,1.7675780731745105,25.29295,25.27342,25.25389,25.23436
17.0,86.72,0.7,1.3595300348356931,25.29925,25.2793,25.25935,25.2394
17.2,86.86,0.7,-1.2804867318169775,25.30555,25.28518,25.26481,25.24444
17.400000000000002,87.0,0.7,-0.002097593134561362,25.31185,25.29106,25.27027,25.24948
17.6,87.14,0.7,0.8911471075523723,25.31815,25.29694,25.27573,25.25452
17.8,87.28,0.7,0.9368086716945558,25.32445,25.30282,25.28119,25.25956
18.0,87.42,0.7,1.7524843922287001,25.33075,25.3087,25.28665,25.2646
18.2,87.56,0.7,0.512971254443124,25.33705,25.31458,25.29211,25.26964
18.400000000000002,87.7,0.7,-0.18965667793699634,25.34335,25.32046,25.29757,25.27468
18.6,87.84,0.7,-0.5176961295756911,25.34965,25.32634,25.30303,25.27972
18.8,87.98,0.7,2.1114856010665024,25.35595,25.33222,25.30849,25.28476
19.0,88.12,0.7,-4.501708550157075,25.36225,25.3381,25.31395,25.2898
19.200000000000003,88.26,0.7,-0.27731065018267465,25.36855,25.34398,25.31941,25.29484
19.400000000000002,88.4,0.7,0.06600020796812021,25.37485,25.34986,25.32487,25.29988
19.6,88.54,0.7,-2.8506979217403754,25.38115,25.35574,25.33033,25.30492
19.8,88.68,0.7,0.6656272262760933,25.38745,25.36162,25.33579,25.30996
20.0,88.82000000000001,0.7,-1.302562024886788,25.39375,25.3675,25.34125,25.315
20.200000000000003,88.96000000000001,0.7,1.7248895926314936,25.40005,25.37338,25.34671,25.32004
20.400000000000002,89.10000000000001,0.7,-0.2511841680686544,25.40635,25.37926,25.35217,25.32508
20.6,89.24000000000001,0.7,1.3383064815789056,25.41265,25.38514,25.35763,25.33012
20.8,89.38000000000001,0.7,2.4376872103424465,25.41895,25.39102,25.36309,25.33516
21.0,89.52000000000001,0.7,0.7658591654269448,25.42525,25.3969,25.36855,25.3402
21.200000000000003,89.66000000000001,0.7,-1.751442286845691,25.43155,25.40278,25.37401,25.34524
21.400000000000002,89.80000000000001,0.7,-3.028637263409277,25.43785,25.40866,25.37947,25.35028
21.6,89.94000000000001,0.7,3.5067682350327454,25.44415,25.41454,25.38493,25.35532
21.8,90.08000000000001,0.7,-0.2221275132879283,25.45045,25.42042,25.39039,25.36036
22.0,90.22000000000001,0.7,-1.3086497922185025,25.45675,25.4263,25.39585,25.3654
22.200000000000003,90.36000000000001,0.7,0.5203774010493367,25.46305,25.43218,25.40131,25.37044
22.400000000000002,90.50000000000001,0.7,0.09769816927506858,25.46935,25.43806,25.40677,25.37548
22.6,90.64000000000001,0.7,2.5136861291501362,25.47565,25.44394,25.41223,25.38052
22.8,90.78000000000002,0.7,1.2829885414229596,25.48195,25.44982,25.41769,25.38556
23.0,90.92000000000002,0.7,1.7226977808473014,25.48825,25.4557,25.42315,25.3906
23.200000000000003,91.06000000000002,0.7,0.8184491620447107,25.49455,25.46158,25.42861,25.39564
23.400000000000002,91.20000000000002,0.7,3.809855281336855,25.50085,25.46746,25.43407,25.40068
23.6,91.34000000000002,0.7,1.4954030527176125,25.50715,25.47334,25.43953,25.40572
23.8,91.48000000000002,0.7,5.655432900098963,25.51345,25.47922,25.44499,25.41076
24.0,91.62000000000002,0.7,8.199084579872718,25.51975,25.4851,25.45045,25.4158
24.200000000000003,91.76000000000002,0.7,2.995484200636241,25.52605,25.49098,25.45591,25.42084
24.400000000000002,91.90000000000002,0.7,2.0712827720493,25.53235,25.49686,25.46137,25.42588
24.6,92.04000000000002,0.7,9.26084680835434,25.53865,25.50274,25.46683,25.43092
24.8,92.18000000000002,0.7,14.209986477582778,25.54495,25.50862,25.47229,25.43596
25.0,92.32000000000002,0.7,8.26254241914826,25.55125,25.514499999999998,25.47775,25.441
25.200000000000003,92.46000000000002,0.7,8.975695983456355,25.55755,25.52038,25.48321,25.44604
25.400000000000002,92.60000000000002,0.7,13.929651176878588,25.56385,25.52626,25.48867,25.45108
25.6,92.74000000000002,0.7,12.406299469393275,25.57015,25.53214,25.49413,25.45612
25.8,92.88000000000002,0.7,14.47263020660426,25.57645,25.53802,25.49959,25.46116
26.0,93.02000000000002,0.7,16.24582857979201,25.58275,25.5439,25.50505,25.4662
26.200000000000003,93.16000000000003,0.7,19.523454420154177,25.58905,25.54978,25.51051,25.47124
26.400000000000002,93.30000000000003,0.7,19.22582060791264,25.59535,25.55566,25.51597,25.47628
26.6,93.44000000000003,0.7,22.228359544466272,25.60165,25.56154,25.52143,25.48132
26.8,93.58000000000003,0.7,23.01451365552664,25.60795,25.56742,25.52689,25.48636
27.0,93.72000000000003,0.7,23.43168391942626,25.61425,25.5733,25.53235,25.4914
27.200000000000003,93.86000000000003,0.7,26.29293714964473,25.62055,25.57918,25.53781,25.49644
27.400000000000002,94.00000000000003,0.7,26.9011441721496,25.62685,25.58506,25.54327,25.50148
27.6,94.14000000000003,0.7,30.741803947820184,25.63315,25.59094,25.54873,25.506520000000002
27.8,94.28000000000003,0.7,30.465047567953786,25.63945,25.59682,25.55419,25.51156
28.0,94.42000000000003,0.7,32.56788352738622,25.64575,25.6027,25.55965,25.5166
28.200000000000003,94.56000000000003,0.7,39.76509582269292,25.65205,25.60858,25.56511,25.52164
28.400000000000002,94.70000000000003,0.7,38.89864297425712,25.65835,25.61446,25.57057,25.52668
28.6,94.84000000000003,0.7,41.10712695562978,25.66465,25.62034,25.57603,25.53172
